Constituency No.	Constituency Name	Candidate Name	Party	Votes Polled	Position	Win/Lose Margin
162	Rajasthan - Ghatol	NAVNEET LAL NINAMA	Independent	3899	5	
162	Rajasthan - Ghatol	LAKSHAMAN	Bahujan Samaj Party	3135	6	
162	Rajasthan - Ghatol	BAPUDA NINAMA	Independent	1636	7	
162	Rajasthan - Ghatol	MADAN LAL	Independent	1371	8	
162	Rajasthan - Ghatol	NATHU LAL	Janata Dal (United)	912	9	
163	Rajasthan - Garhi	KAILASH CHANDRA MEENA	Bharatiya Janata Party	99350	1	24401
163	Rajasthan - Garhi	KANTA BHIL	Indian National Congress	74949	2	24401
163	Rajasthan - Garhi	RAJU	Bhartiya Tribal Party	23093	3	
163	Rajasthan - Garhi	None of the Above	None of the Above	4619	4	
163	Rajasthan - Garhi	CHETAN	Bahujan Samaj Party	2618	5	
163	Rajasthan - Garhi	DEVILAL DAMOR	Aam Aadmi Party	1159	6	
164	Rajasthan - Banswara	ARJUN SINGH BAMNIYA	Indian National Congress	88447	1	18366
164	Rajasthan - Banswara	HAKRU MAIDA	Bharatiya Janata Party	70081	2	18366
164	Rajasthan - Banswara	DHAN SINGH RAWAT	Independent	32950	3	
164	Rajasthan - Banswara	DHIRAJMAL DINDOR	Janata Dal (United)	5009	4	
164	Rajasthan - Banswara	None of the Above	None of the Above	3910	5	
164	Rajasthan - Banswara	SHANTA	Bahujan Samaj Party	2223	6	
164	Rajasthan - Banswara	RUPCHAND RAWAT	Independent	1258	7	
165	Rajasthan - Bagidora	MAHENDRAJEET SINGH MALVIYA	Indian National Congress	97638	1	21310
165	Rajasthan - Bagidora	KHEMRAJ GARASIYA	Bharatiya Janata Party	76328	2	21310
165	Rajasthan - Bagidora	KAMALKANT KATARA	Bhartiya Tribal Party	9538	3	
165	Rajasthan - Bagidora	None of the Above	None of the Above	5581	4	
165	Rajasthan - Bagidora	RATAN	Bahujan Samaj Party	3309	5	
165	Rajasthan - Bagidora	JAHU	Independent	2837	6	
165	Rajasthan - Bagidora	KAMALKISHOR PARGI	Independent	1364	7	
165	Rajasthan - Bagidora	VALARAM	Janata Dal (United)	1267	8	
166	Rajasthan - Kushalgarh	RAMILA KHADIYA	Independent	94344	1	18950
166	Rajasthan - Kushalgarh	BHIMA BHAI	Bharatiya Janata Party	75394	2	18950
166	Rajasthan - Kushalgarh	None of the Above	None of the Above	11002	3	
166	Rajasthan - Kushalgarh	CHAGAN	Bahujan Samaj Party	6016	4	
166	Rajasthan - Kushalgarh	DEVCHAND MAVI	Independent	3011	5	
166	Rajasthan - Kushalgarh	DINESH	Abhinav Rajasthan Party	2527	6	
166	Rajasthan - Kushalgarh	FATEH SINGH	Loktantrik Janta Dal	2281	7	
166	Rajasthan - Kushalgarh	NARESH	Independent	1709	8	
166	Rajasthan - Kushalgarh	ASHOK	Independent	1616	9	
167	Rajasthan - Kapasan	ARJUN LAL JINGAR	Bharatiya Janata Party	81470	1	7002
167	Rajasthan - Kapasan	ANANDI RAM	Indian National Congress	74468	2	7002
167	Rajasthan - Kapasan	SHANTI LAL	Rashtriya Loktantrik Party	27464	3	
167	Rajasthan - Kapasan	None of the Above	None of the Above	3329	4	
167	Rajasthan - Kapasan	CHUNNI LAL	Bahujan Samaj Party	1833	5	
167	Rajasthan - Kapasan	DEVI LAL	Independent	1706	6	
167	Rajasthan - Kapasan	SANTOSH KUMAR	Bharatiya Yuva Shakti	1349	7	
167	Rajasthan - Kapasan	MADU	Aam Aadmi Party	698	8	
167	Rajasthan - Kapasan	BADRI LAL	Shiv Sena	613	9	
167	Rajasthan - Kapasan	SURESH CHANDRA	Communist Party of India (Marxist)	586	10	
167	Rajasthan - Kapasan	PANNALAL	Janta Sena Rajasthan	395	11	
168	Rajasthan - Begun	BIDHURI RAJENDRA SINGH	Indian National Congress	99259	1	1661
168	Rajasthan - Begun	DR. SURESH DHAKER	Bharatiya Janata Party	97598	2	1661
168	Rajasthan - Begun	GOPALLAL BHIL	Independent	10919	3	
168	Rajasthan - Begun	None of the Above	None of the Above	3165	4	
168	Rajasthan - Begun	RAMESHVAR LAL BAIRVA	Bahujan Samaj Party	2050	5	
168	Rajasthan - Begun	GOPAL LAL GURJAR	Lok Jan Shakti Party	1497	6	
168	Rajasthan - Begun	LAL SINGH CHOUHAN	Janta Sena Rajasthan	1426	7	
168	Rajasthan - Begun	DEVI LAL JANGAM	Aam Aadmi Party	551	8	
168	Rajasthan - Begun	PRABHU LAL GURJAR	Bharatiya Yuva Shakti	479	9	
169	Rajasthan - Chittorgarh	CHANDRABHAN SINGH AAKYA	Bharatiya Janata Party	106563	1	23894
169	Rajasthan - Chittorgarh	SURENDRA SINGH JADAWAT	Indian National Congress	82669	2	23894
169	Rajasthan - Chittorgarh	MANGI LAL BAIRWA	Communist Party of India	2281	3	
169	Rajasthan - Chittorgarh	None of the Above	None of the Above	2012	4	
169	Rajasthan - Chittorgarh	ALAUDDIN	Bahujan Samaj Party	1730	5	
169	Rajasthan - Chittorgarh	GOPAL SINGH RATHORE	Aam Aadmi Party	1574	6	
169	Rajasthan - Chittorgarh	VISHNU SEN	Independent	1284	7	
169	Rajasthan - Chittorgarh	JABBAR KHAN	Independent	909	8	
169	Rajasthan - Chittorgarh	FARUK HUSAIN	Independent	493	9	
170	Rajasthan - Nimbahera	ANJANA UDAILAL	Indian National Congress	110037	1	11908
170	Rajasthan - Nimbahera	SHRICHAND KRIPLANI	Bharatiya Janata Party	98129	2	11908
170	Rajasthan - Nimbahera	None of the Above	None of the Above	3701	3	
170	Rajasthan - Nimbahera	SHAKIR MIYAN	Independent	2635	4	
170	Rajasthan - Nimbahera	RAMESHCHANDRA KUMAWAT	Bahujan Samaj Party	1508	5	
170	Rajasthan - Nimbahera	ISHWAR PRATAP SINGH	Bharat Vahini Party	1059	6	
170	Rajasthan - Nimbahera	SAGARMAL	Independent	667	7	
170	Rajasthan - Nimbahera	GULABCHAND SAHLOT	Independent	371	8	
170	Rajasthan - Nimbahera	MEGHRAJ JAT	Rashtriya Loktantrik Party	282	9	
170	Rajasthan - Nimbahera	KANHAIYA LAL MALI	Maharana Kranti Party	177	10	
170	Rajasthan - Nimbahera	KANHAIYALAL MEGHWAL	Independent	151	11	
170	Rajasthan - Nimbahera	SATYANARAYAN SHARMA	Aam Aadmi Party	137	12	
170	Rajasthan - Nimbahera	MD. RAFIK	Lok Jan Shakti Party	130	13	
170	Rajasthan - Nimbahera	ER. RAM KUMAR CHAWALA	Bahujan Mukti Party	125	14	
171	Rajasthan - Bari sadri	LALIT KUMAR OSTWAL	Bharatiya Janata Party	97111	1	8810
171	Rajasthan - Bari sadri	PRAKASH CHOUDHARY	Indian National Congress	88301	2	8810
171	Rajasthan - Bari sadri	CHAMAN PAL SINGH	Bahujan Samaj Party	3704	3	
171	Rajasthan - Bari sadri	None of the Above	None of the Above	3563	4	
171	Rajasthan - Bari sadri	MAHENDRA SINGH	Independent	2951	5	
171	Rajasthan - Bari sadri	VINOD KUMAR BHOI	Independent	2181	6	
171	Rajasthan - Bari sadri	DILIP KUMAR SONI	Anjuman Party	1901	7	
171	Rajasthan - Bari sadri	GOVIND KUMAR TELI	Independent	646	8	
171	Rajasthan - Bari sadri	DORAN KHAN	Indian New Congress Party	430	9	
171	Rajasthan - Bari sadri	GULAB CHAND SEHLOT	Independent	313	10	
171	Rajasthan - Bari sadri	RAMESH CHANDRA SETHIYA	United National Party	239	11	
171	Rajasthan - Bari sadri	NEPAL SINGH RATHORE	Janta Sena Rajasthan	238	12	
172	Rajasthan - Pratapgarh	RAMLAL	Indian National Congress	100625	1	16680
172	Rajasthan - Pratapgarh	HEMANT	Bharatiya Janata Party	83945	2	16680
172	Rajasthan - Pratapgarh	None of the Above	None of the Above	2665	3	
172	Rajasthan - Pratapgarh	GANESH LAL	Bahujan Samaj Party	2378	4	
172	Rajasthan - Pratapgarh	DHARAM CHAND	Bharatiya Yuva Shakti	1943	5	
172	Rajasthan - Pratapgarh	NARAYAN LAL	Independent	1864	6	
172	Rajasthan - Pratapgarh	JAGDISH CHANDRA MEENA	Independent	1259	7	
173	Rajasthan - Bhim	SUDARSHAN SINGH RAWAT	Indian National Congress	49355	1	3714
173	Rajasthan - Bhim	HARI SINGH CHOUHAN (RAWAT)	Bharatiya Janata Party	45641	2	3714
173	Rajasthan - Bhim	AJAY SONI	Independent	35722	3	
173	Rajasthan - Bhim	None of the Above	None of the Above	1904	4	
173	Rajasthan - Bhim	HARI SINGH S/O PANNA SINGH	Independent	1414	5	
173	Rajasthan - Bhim	DEVI LAL NAGODA	Bahujan Samaj Party	1215	6	
173	Rajasthan - Bhim	NAINA SINGH CHAUHAN ADVOCATE	Bharat Vahini Party	1071	7	
173	Rajasthan - Bhim	HARI SINGH S/O SOHAN SINGH	Independent	964	8	
173	Rajasthan - Bhim	KHEEMARAM SALVI	Independent	542	9	
173	Rajasthan - Bhim	FATEH SINGH CHAUHAN	Aam Aadmi Party	528	10	
173	Rajasthan - Bhim	LAXMAN LAL SALVI	Independent	519	11	
173	Rajasthan - Bhim	YASHWANTSINGH	Independent	463	12	
173	Rajasthan - Bhim	BALUSINGH RAWAT	Janata Dal (United)	417	13	
173	Rajasthan - Bhim	BABU SINGH	Independent	309	14	
174	Rajasthan - Kumbhalgarh	SURENDRA SINGH RATHORE	Bharatiya Janata Party	70803	1	18443
174	Rajasthan - Kumbhalgarh	GANESH SINGH	Indian National Congress	52360	2	18443
174	Rajasthan - Kumbhalgarh	NARSINGH BHIL	Independent	5652	3	
174	Rajasthan - Kumbhalgarh	None of the Above	None of the Above	3307	4	
174	Rajasthan - Kumbhalgarh	NARAYAN LAL BALAI	Bahujan Samaj Party	2436	5	
174	Rajasthan - Kumbhalgarh	BHANWAR LAL GURJAR	Aam Aadmi Party	1688	6	
174	Rajasthan - Kumbhalgarh	MOHAN SINGH RAWAT	Independent	947	7	
174	Rajasthan - Kumbhalgarh	JAGDISH DAS	Independent	862	8	
174	Rajasthan - Kumbhalgarh	ROSHAN LAL BHIL	Bhartiya Tribal Party	622	9	
174	Rajasthan - Kumbhalgarh	GAJENDRA SINGH SISODIA	Independent	364	10	
174	Rajasthan - Kumbhalgarh	SHYAM PRASAD JAIN	Bharat Vahini Party	348	11	
174	Rajasthan - Kumbhalgarh	SATTU GURJAR	Bharatiya Yuva Shakti	211	12	
175	Rajasthan - Rajsamand	KIRAN MAHESHWARI	Bharatiya Janata Party	89709	1	24623
175	Rajasthan - Rajsamand	NARAYAN SINGH BHATI	Indian National Congress	65086	2	24623
175	Rajasthan - Rajsamand	None of the Above	None of the Above	3109	3	
175	Rajasthan - Rajsamand	HARISH SINGH THAKUR	Independent	1408	4	
175	Rajasthan - Rajsamand	LAXMAN LAL SANWARIYA	Bahujan Samaj Party	1355	5	
175	Rajasthan - Rajsamand	PANKAJ KUMAR VYAS	Rashtriya Loktantrik Party	703	6	
175	Rajasthan - Rajsamand	DINESH CHANDRA KUMAWAT	Independent	398	7	
175	Rajasthan - Rajsamand	JITENDRA KUMAR KHATIK	Independent	263	8	
175	Rajasthan - Rajsamand	MANOJ KUMAR	Shiv Sena	229	9	
175	Rajasthan - Rajsamand	SHAMBU PRAJAPAT	Bharatiya Jan Kranti Dal (Democratic)	200	10	
175	Rajasthan - Rajsamand	PRAKASH CHANDRA JAIN	Aam Aadmi Party	199	11	
175	Rajasthan - Rajsamand	MUKESH KUMAR KUMAWAT	Bharat Vahini Party	153	12	
176	Rajasthan - Nathdwara	C. P. JOSHI	Indian National Congress	88384	1	16940
176	Rajasthan - Nathdwara	MAHESH PRATAP SINGH	Bharatiya Janata Party	71444	2	16940
176	Rajasthan - Nathdwara	None of the Above	None of the Above	4248	3	
176	Rajasthan - Nathdwara	LAXMI LAL MALI	Independent	2531	4	
176	Rajasthan - Nathdwara	BABU LAL SALVI	Bahujan Samaj Party	2235	5	
176	Rajasthan - Nathdwara	RAGHUNANDAN	Communist Party of India	2015	6	
176	Rajasthan - Nathdwara	SURYAPRAKASH	Independent	934	7	
176	Rajasthan - Nathdwara	JITENDRA KUMAR KHATIK	Independent	587	8	
176	Rajasthan - Nathdwara	ARJUN LAL NAYAK	Bharatiya Yuva Shakti	267	9	
176	Rajasthan - Nathdwara	VIKAS SANADHYA	Manvadhikar National Party	192	10	
176	Rajasthan - Nathdwara	PRAKASH BHARTI	Aam Aadmi Party	187	11	
176	Rajasthan - Nathdwara	MANOJ MENARIYA	Bharatiya Jan Kranti Dal (Democratic)	164	12	
176	Rajasthan - Nathdwara	MAHIPAL SINGH	Bharat Vahini Party	148	13	
177	Rajasthan - Asind	JABBAR SINGH SANKHALA	Bharatiya Janata Party	70249	1	154
177	Rajasthan - Asind	MANISH MEWARA	Indian National Congress	70095	2	154
177	Rajasthan - Asind	MANSUKH SINGH	Rashtriya Loktantrik Party	42070	3	
177	Rajasthan - Asind	DHANNA LAL SALVI	Bahujan Samaj Party	6092	4	
177	Rajasthan - Asind	None of the Above	None of the Above	2943	5	
177	Rajasthan - Asind	RAM KUMAR MALI	Bharatiya Yuva Shakti	2597	6	
177	Rajasthan - Asind	JAGDISH	Aam Aadmi Party	2001	7	
177	Rajasthan - Asind	DEVI SINGH	Rashtriya Krantikari Samajwadi Party	880	8	
177	Rajasthan - Asind	RADHESHYAM VAISHNAV	Ambedkar Samaj Party	853	9	
177	Rajasthan - Asind	MAHVEER PRASAD	Independent	792	10	
177	Rajasthan - Asind	JAGDISH SHARMA	Bharat Vahini Party	664	11	
178	Rajasthan - Mandal	RAMLAL JAT	Indian National Congress	59645	1	8065
178	Rajasthan - Mandal	PRADHYUMAN SINGH (HAPPY BANNA)	Independent	51580	2	8065
178	Rajasthan - Mandal	KALULAL GURJAR	Bharatiya Janata Party	47726	3	
178	Rajasthan - Mandal	UDAILAL BHADANA	Independent	23147	4	
178	Rajasthan - Mandal	None of the Above	None of the Above	3161	5	
178	Rajasthan - Mandal	SUA LAL	Independent	1924	6	
178	Rajasthan - Mandal	SHIVLAL GURJAR	Bahujan Samaj Party	1735	7	
178	Rajasthan - Mandal	FIRDOSH KHAN	Independent	1082	8	
178	Rajasthan - Mandal	BALU LAL GADRI	Independent	792	9	
179	Rajasthan - Sahara	KAILASH CHANDRA TRIVEDI	Indian National Congress	65420	1	7006
179	Rajasthan - Sahara	ROOP LAL JAT	Bharatiya Janata Party	58414	2	7006
179	Rajasthan - Sahara	LADU LAL PITLIA	Independent	30573	3	
179	Rajasthan - Sahara	BHAGWATI LAL	Independent	5101	4	
179	Rajasthan - Sahara	KAILASH GEHLOT	Communist Party of India	3642	5	
179	Rajasthan - Sahara	None of the Above	None of the Above	3055	6	
179	Rajasthan - Sahara	HIRALAL KHAROL	Independent	2478	7	
179	Rajasthan - Sahara	GOVIND KUMAR BAIRWA	Bahujan Samaj Party	2231	8	
179	Rajasthan - Sahara	RAMESHWAR LAL JOSHI	Independent	1740	9	
179	Rajasthan - Sahara	KISHANDAS VAISHNAV	Shiv Sena	1408	10	
179	Rajasthan - Sahara	GAJRAJ MEENA	Bharatiya Yuva Shakti	559	11	
180	Rajasthan - Bhilwara	VITTHAL SHANKAR AWASTHI	Bharatiya Janata Party	93198	1	49578
180	Rajasthan - Bhilwara	OM PRAKASH NARANIWAL	Independent	43620	2	49578
180	Rajasthan - Bhilwara	ANIL DANGI	Indian National Congress	18941	3	
180	Rajasthan - Bhilwara	ABDUL SALAM ANSARI	SOCIAL DEMOCRATIC PARTY OF INDIA	8468	4	
180	Rajasthan - Bhilwara	JASPAL SINGH BHATI	Independent	3762	5	
180	Rajasthan - Bhilwara	SUNIL AGIWAL	Aam Aadmi Party	1388	6	
180	Rajasthan - Bhilwara	None of the Above	None of the Above	1198	7	
180	Rajasthan - Bhilwara	SANGRAM SINGH ANCHLIA	Independent	714	8	
180	Rajasthan - Bhilwara	PAWAN KUMAR SHARMA	Independent	607	9	
180	Rajasthan - Bhilwara	CHITRANJAN PANDEY	Independent	564	10	
180	Rajasthan - Bhilwara	SHANKAR LAL SEN	Bahujan Samaj Party	529	11	
180	Rajasthan - Bhilwara	SUSHIL KUMAR NUWAL	Independent	488	12	
180	Rajasthan - Bhilwara	GOPAL LAL TELI	Independent	439	13	
180	Rajasthan - Bhilwara	MANJU MASIHI	Ambedkarite Party of India	422	14	
180	Rajasthan - Bhilwara	ASHISH JOSHI	Shiv Sena	228	15	
180	Rajasthan - Bhilwara	KISHAN LAL VYAS	Independent	207	16	
180	Rajasthan - Bhilwara	IRFAN SHAIKH	Lok Jan Shakti Party	154	17	
180	Rajasthan - Bhilwara	MANISH KUMAR	Naya Bharat Party	152	18	
181	Rajasthan - Shahpura	KAILASH CHANDRA MEGHWAL	Bharatiya Janata Party	101451	1	74542
181	Rajasthan - Shahpura	MAHAVEER PRASAD	Indian National Congress	26909	2	74542
181	Rajasthan - Shahpura	RAJKUMAR BAIRWA	Independent	24482	3	
181	Rajasthan - Shahpura	DEBI LAL MEGHVNSHI	Rashtriya Loktantrik Party	5376	4	
181	Rajasthan - Shahpura	None of the Above	None of the Above	4756	5	
181	Rajasthan - Shahpura	RAMDAYAL REGAR	Bahujan Samaj Party	1610	6	
181	Rajasthan - Shahpura	SHANKAR	Independent	1552	7	
181	Rajasthan - Shahpura	GOKUL CHANDRA KHATIK	Independent	971	8	
181	Rajasthan - Shahpura	OM PRAKASH	Independent	938	9	
181	Rajasthan - Shahpura	MAHAVEER	Independent	784	10	
181	Rajasthan - Shahpura	GOPAL KAISHAWAT	Aam Aadmi Party	606	11	
181	Rajasthan - Shahpura	PRAVEEN KUMAR BAIRWA	Bharatiya Yuva Shakti	492	12	
182	Rajasthan - Jahazpur	GOPI CHAND MEENA	Bharatiya Janata Party	94970	1	13253
182	Rajasthan - Jahazpur	DHEERAJ GURJAR	Indian National Congress	81717	2	13253
182	Rajasthan - Jahazpur	None of the Above	None of the Above	2984	3	
182	Rajasthan - Jahazpur	NAND LAL KHATIK	Bahujan Samaj Party	1551	4	
182	Rajasthan - Jahazpur	RATAN SINGH	Independent	1551	5	
182	Rajasthan - Jahazpur	KAJOD MAL	Independent	623	6	
182	Rajasthan - Jahazpur	RAM KARAN MEENA	National Future Party	483	7	
183	Rajasthan - Mandalgarh	GOPAL LAL SHARMA	Bharatiya Janata Party	68481	1	10333
183	Rajasthan - Mandalgarh	VIVEK DHAKAR	Indian National Congress	58148	2	10333
183	Rajasthan - Mandalgarh	GOPAL MALVIYA	Independent	42163	3	
183	Rajasthan - Mandalgarh	None of the Above	None of the Above	3459	4	
183	Rajasthan - Mandalgarh	PYARALAL REGAR	Bahujan Samaj Party	2062	5	
183	Rajasthan - Mandalgarh	SUNILA KUMAR	Independent	1647	6	
183	Rajasthan - Mandalgarh	BRIJRAJ KRISHNA UPADHYAY	Independent	1567	7	
183	Rajasthan - Mandalgarh	KAILASH SODANI	Aam Aadmi Party	1566	8	
183	Rajasthan - Mandalgarh	LAXMINARAYAN SUWALKA	Independent	1494	9	
183	Rajasthan - Mandalgarh	JAMEEL KHAN	Independent	1313	10	
183	Rajasthan - Mandalgarh	MANGILAL BHIL	Independent	1115	11	
183	Rajasthan - Mandalgarh	KALYAN MAL SEN	Independent	722	12	
183	Rajasthan - Mandalgarh	JAILAL REBARI	Independent	618	13	
183	Rajasthan - Mandalgarh	RAMSAHAY GURJAR	Bharatiya Yuva Shakti	579	14	
184	Rajasthan - Hindoli	ASHOK	Indian National Congress	109958	1	30541
184	Rajasthan - Hindoli	OMENDRA SINGH HADA	Bharatiya Janata Party	79417	2	30541
184	Rajasthan - Hindoli	None of the Above	None of the Above	3937	3	
184	Rajasthan - Hindoli	MANJU MEENA	Independent	1344	4	
184	Rajasthan - Hindoli	KESARI LAL	Bahujan Samaj Party	1291	5	
184	Rajasthan - Hindoli	VISHNU SHARMA	Loktantrik Janta Dal	627	6	
184	Rajasthan - Hindoli	KAILASH	Independent	537	7	
184	Rajasthan - Hindoli	UDAI LAL	Inqalab Vikas Dal	337	8	
184	Rajasthan - Hindoli	MUKESH KUMAR	Bharatiya Yuva Shakti	323	9	
184	Rajasthan - Hindoli	DHARMARAJ	Rashtriya Mazdoor Kisan Party	317	10	
184	Rajasthan - Hindoli	DAYAL DAS	Hindusthan Nirman Dal	304	11	
184	Rajasthan - Hindoli	KANHAIYA LAL	Aam Aadmi Party	229	12	
185	Rajasthan - Keshoraipatan	CHANDRAKANTA MEGHWAL	Bharatiya Janata Party	72596	1	7119
185	Rajasthan - Keshoraipatan	RAKESH BOYAT	Indian National Congress	65477	2	7119
185	Rajasthan - Keshoraipatan	CHUNNILAL PREMI	Independent	35115	3	
185	Rajasthan - Keshoraipatan	None of the Above	None of the Above	4253	4	
185	Rajasthan - Keshoraipatan	SHANKAR BAIRWA	Independent	2343	5	
185	Rajasthan - Keshoraipatan	SHARWAN KUMAR	Bahujan Samaj Party	1683	6	
185	Rajasthan - Keshoraipatan	YOGESH KUMAR VERMA	Independent	1454	7	
185	Rajasthan - Keshoraipatan	RAJESH KUMAR MEGHWAL	Bharatiya Yuva Shakti	668	8	
185	Rajasthan - Keshoraipatan	MAHAVEER PRASAD	Bharatiya Rashtravadi Samanta Party	662	9	
185	Rajasthan - Keshoraipatan	ARVIND SINGH	Aam Aadmi Party	572	10	
185	Rajasthan - Keshoraipatan	PRAHLAD	Rashtriya Mazdoor Kisan Party	335	11	
186	Rajasthan - Bundi	ASHOK DOGRA	Bharatiya Janata Party	97370	1	713
186	Rajasthan - Bundi	HARIMOHAN SHARMA	Indian National Congress	96657	2	713
186	Rajasthan - Bundi	SITA	Bahujan Samaj Party	3556	3	
186	Rajasthan - Bundi	ABDUL ANIS ANSARI	SOCIAL DEMOCRATIC PARTY OF INDIA	3456	4	
186	Rajasthan - Bundi	SANTOSH KUMARI	Independent	3002	5	
186	Rajasthan - Bundi	MANGILAL BHEEL	Independent	2483	6	
186	Rajasthan - Bundi	HEMRAJ	Independent	2102	7	
186	Rajasthan - Bundi	LAKHAN	Independent	2006	8	
186	Rajasthan - Bundi	None of the Above	None of the Above	1692	9	
186	Rajasthan - Bundi	RUKHSANA	Independent	1497	10	
186	Rajasthan - Bundi	RAKESH KUMAR	Independent	976	11	
186	Rajasthan - Bundi	GYARSI LAL GURJAR	Independent	751	12	
186	Rajasthan - Bundi	PREM SHANKAR	Independent	500	13	
186	Rajasthan - Bundi	OM PRAKASH MEENA	Bhartiya Kisan Party	466	14	
186	Rajasthan - Bundi	MANOJ KUMAR	Independent	438	15	
186	Rajasthan - Bundi	RAM KUWAR	Bharatiya Yuva Shakti	327	16	
186	Rajasthan - Bundi	GHANSHYAM	Naya Bharat Party	270	17	
186	Rajasthan - Bundi	KAMLESH CHAUHAN	Rashtriya Mazdoor Kisan Party	259	18	
187	Rajasthan - Pipalda	RAMNARAIN MEENA	Indian National Congress	72690	1	14905
187	Rajasthan - Pipalda	MAMTA SHARMA	Bharatiya Janata Party	57785	2	14905
187	Rajasthan - Pipalda	RAJENDRA	Bahujan Samaj Party	5076	3	
187	Rajasthan - Pipalda	DULICHAND BORDA	Communist Party of India (Marxist)	2778	4	
187	Rajasthan - Pipalda	None of the Above	None of the Above	2158	5	
187	Rajasthan - Pipalda	GORDHAN	Rashtriya Krantikari Samajwadi Party	1291	6	
187	Rajasthan - Pipalda	SHAMBHUDAYAL SUMAN	Independent	888	7	
187	Rajasthan - Pipalda	SARITA DEVI	Aam Aadmi Party	647	8	
187	Rajasthan - Pipalda	NARESH JANGID	Rashtriya Jankranti Party	567	9	
187	Rajasthan - Pipalda	MAHAVEER SHARMA	Bharat Vahini Party	541	10	
188	Rajasthan - Sangod	BHARAT SINGH KUNDANPUR	Indian National Congress	74154	1	1868
188	Rajasthan - Sangod	HEERA LAL NAGAR	Bharatiya Janata Party	72286	2	1868
188	Rajasthan - Sangod	SURESH KUMAR	Independent	2774	3	
188	Rajasthan - Sangod	None of the Above	None of the Above	1556	4	
188	Rajasthan - Sangod	PRABHULAL	Bahujan Samaj Party	1371	5	
188	Rajasthan - Sangod	DHANRAJ SEN	Bhartiya Kisan Party	925	6	
188	Rajasthan - Sangod	RAMESH CHAND	Independent	905	7	
188	Rajasthan - Sangod	YOGENDRA KUMAR	Aam Aadmi Party	596	8	
188	Rajasthan - Sangod	BHAIRULAL MALAV	Bharatiya Yuva Shakti	339	9	
189	Rajasthan - Kota North	SHANTI KUMAR DHARIWAL	Indian National Congress	94728	1	17945
189	Rajasthan - Kota North	PRAHLAD GUNJAL	Bharatiya Janata Party	76783	2	17945
189	Rajasthan - Kota North	None of the Above	None of the Above	2363	3	
189	Rajasthan - Kota North	NAEEM AZAD	Welfare Party Of India	771	4	
189	Rajasthan - Kota North	RAJ SURYA KUMAR BHATT	Independent	761	5	
189	Rajasthan - Kota North	RAJENDRA SUMAN	Bahujan Samaj Party	732	6	
189	Rajasthan - Kota North	MOHAMMAD HUSAIN	Aam Aadmi Party	568	7	
189	Rajasthan - Kota North	RAJESH RAIPRIA	Independent	298	8	
189	Rajasthan - Kota North	BABULAL MEGHWAL ADVOCATE	Independent	199	9	
189	Rajasthan - Kota North	NEERAJ AGARWAL	Independent	126	10	
189	Rajasthan - Kota North	BHANWAR SINGH	Bharatiya Yuva Shakti	120	11	
189	Rajasthan - Kota North	SHAMBHU DAYAL KHANDELWAL "CHASHME WALE"	Naya Bharat Party	92	12	
190	Rajasthan - Kota South	SANDEEP SHARMA	Bharatiya Janata Party	82739	1	7534
190	Rajasthan - Kota South	RAKHI GAUTAM	Indian National Congress	75205	2	7534
190	Rajasthan - Kota South	MANMOHAN JOSHI	Independent	2180	3	
190	Rajasthan - Kota South	RAVINDRA SINGH (SINTU BANA)	Bharatiya Yuva Shakti	1960	4	
190	Rajasthan - Kota South	None of the Above	None of the Above	1915	5	
190	Rajasthan - Kota South	KUNJ BIHARI SINGHAL (K.B.)	Aam Aadmi Party	1639	6	
190	Rajasthan - Kota South	NAVED AKHTAR	SOCIAL DEMOCRATIC PARTY OF INDIA	983	7	
190	Rajasthan - Kota South	RAM CHARAN	Bahujan Samaj Party	718	8	
190	Rajasthan - Kota South	YUGAL KISHOR	Independent	683	9	
190	Rajasthan - Kota South	NAYAN KALRA	Bharatiya Rashtravadi Samanta Party	439	10	
190	Rajasthan - Kota South	MANISH SHARMA	Bharat Vahini Party	400	11	
190	Rajasthan - Kota South	ACHARYA DHANRAJ SHARMA	Independent	347	12	
190	Rajasthan - Kota South	TEJPAL	Independent	309	13	
190	Rajasthan - Kota South	SHARAD KUMAR DIXIT	Independent	254	14	
190	Rajasthan - Kota South	ASHUTOSH SHARMA	Independent	142	15	
190	Rajasthan - Kota South	RAMESH SINGH TANWAR	Naya Bharat Party	129	16	
190	Rajasthan - Kota South	RAJAN RAJGURU	Abhinav Rajasthan Party	123	17	
190	Rajasthan - Kota South	ANIL KUMAR GUPTA	Independent	94	18	
190	Rajasthan - Kota South	ABDUL AZIZ PATHAN	Independent	81	19	
191	Rajasthan - Ladpura	KALPANA DEVI	Bharatiya Janata Party	104912	1	21656
191	Rajasthan - Ladpura	GULANAJ GUDDU	Indian National Congress	83256	2	21656
191	Rajasthan - Ladpura	AMPI CHATTER	Aam Aadmi Party	3451	3	
191	Rajasthan - Ladpura	None of the Above	None of the Above	2919	4	
191	Rajasthan - Ladpura	RAJA RAM MEGHWAL	Bahujan Samaj Party	1167	5	
191	Rajasthan - Ladpura	MUKUT BIHARI MEENA	Independent	1149	6	
191	Rajasthan - Ladpura	DAMYANTI GOCHER	Independent	447	7	
191	Rajasthan - Ladpura	JASWANT SUMAN	Rashtriya Loktantrik Party	391	8	
191	Rajasthan - Ladpura	DAMODAR PRASAD	Shiv Sena	325	9	
191	Rajasthan - Ladpura	RAJESH GURJAR (BOAD)	Bharatiya Yuva Shakti	295	10	
